channel,freq_hz,n_day,n_night,t_stat,p_value,power
4,47.0,17,14,2.0630469722766054,0.04998886803470732,0.4667993960016663
35,41.0,17,14,2.114059143511428,0.05003118863426691,0.4579763568776269
35,47.0,17,14,2.1104887342278333,0.05027453721216619,0.4571280993075694
35,40.0,17,14,2.1106093692708257,0.050333954079864664,0.4568966849590316
32,36.0,17,14,2.1079348676166116,0.05053583722001763,0.4561907775010361
35,39.0,17,14,2.1078440112852,0.050555862419021165,0.4561163515170744
36,70.0,17,14,2.051171470777105,0.05064519276077506,0.46755687534441576
35,38.0,17,14,2.105306503865991,0.05073829467191931,0.4554861187657153
31,25.0,17,14,2.055227160132376,0.05076587310059668,0.46422148240106864
9,33.0,17,14,2.103784598665812,0.05092754449890207,0.4548037067970832
44,68.0,17,14,2.0428087162368573,0.05093958594098397,0.4711636868822311
4,66.0,17,14,2.0447827307267175,0.05097159340654578,0.4688792159616506
35,37.0,17,14,2.101922933393407,0.05098358057377047,0.4546450582023241
4,45.0,17,14,2.055292334542726,0.05111116099798075,0.4615533453907531
4,48.0,17,14,2.050769146372969,0.05111732859285551,0.4635424839784066
36,51.0,17,14,2.0476816823304325,0.05122604279922963,0.46428076391252415
5,40.0,17,14,2.044971470967741,0.05123793190069028,0.46587886727640904
36,79.0,17,14,2.0464604866425673,0.051239740012581574,0.4648871509044599
37,41.0,17,14,2.082975312043621,0.05139839461990539,0.45410553955441096
32,55.0,17,14,2.096902495251305,0.051412649068682495,0.45315981425332397
53,44.0,17,14,2.091647945229379,0.05141586968311691,0.45338687451337567
35,36.0,17,14,2.096047409703904,0.05145276375273517,0.4530361594667721
10,32.0,17,14,2.0434619315919886,0.05146924268216019,0.46462704591582754
37,40.0,17,14,2.080080831350197,0.051631975750339905,0.4533530261763416
5,41.0,17,14,2.0411805351689614,0.05163338309971047,0.4645621953121312
53,43.0,17,14,2.090018889016335,0.051698714794607414,0.4523380559855468
9,45.0,17,14,2.098765483354543,0.051723019960857534,0.4519330747548887
35,48.0,17,14,2.0949679801699888,0.05174228998711473,0.45196140335040275
32,35.0,17,14,2.0941448592112906,0.05174862001038252,0.4519649688143193
53,45.0,17,14,2.0868106576734697,0.051789310015260624,0.45215361750332067
31,53.0,17,14,2.0670705709202135,0.051974798340668794,0.45340265477225183
37,42.0,17,14,2.076109101349902,0.0520895098171273,0.4517269114677456
35,35.0,17,14,2.0854780871179326,0.05237046238382101,0.44991437021482494
1,11.0,17,14,2.0450534769354367,0.052576621764519535,0.45521203432533164
5,39.0,17,14,2.032064663824248,0.05259001054370283,0.4614533879981132
53,42.0,17,14,2.0817967149590917,0.05264830056453817,0.4490076112080504
37,39.0,17,14,2.0689662931433688,0.05265680502697595,0.44995939616106373
33,37.0,17,14,2.0330172345519735,0.05266055091655821,0.4601366921794116
53,46.0,17,14,2.0764376885227085,0.05274919612790032,0.4489194601389229
4,49.0,17,14,2.034069172258046,0.052778006100665444,0.45847439003184165
36,69.0,17,14,2.0287763130829672,0.052962524265760806,0.46010015955792194
17,67.0,17,14,2.0685190671656177,0.053113313522681234,0.44802873668835685
10,53.0,17,14,2.0216295334989742,0.053582487523927705,0.4591517136322579
33,54.0,17,14,2.0356385607339997,0.053781441329172334,0.4506139662091627
4,58.0,17,14,2.0234523434032234,0.05378523714234275,0.45592780455071213
44,69.0,17,14,2.015901829180034,0.053786107583210355,0.4622265930833228
37,43.0,17,14,2.058677619580118,0.05381544133040208,0.44598491922377564
32,34.0,17,14,2.071574565089225,0.053852954080829206,0.4448632665723551
4,44.0,17,14,2.0305645957637326,0.053879276624792125,0.45174971094360483
35,49.0,17,14,2.0728062531183955,0.053927593359936195,0.4445279872256679
10,57.0,17,14,2.025237012715608,0.05395534274166827,0.4535327931507376
5,42.0,17,14,2.0186424549973436,0.054030066322139546,0.4568596897661225
35,34.0,17,14,2.0674858028760013,0.05403913187497892,0.4443616034530677
9,32.0,17,14,2.0718334561743847,0.054052204676697704,0.4441025042518246
9,46.0,17,14,2.075586829976848,0.054064964007416366,0.4439305187665241
53,47.0,17,14,2.0622330574403405,0.05415613446348437,0.4442433501328073
4,65.0,17,14,2.0149800477342406,0.05418932933996292,0.4581387086432962
32,78.0,17,14,2.065526759779866,0.054244898802062354,0.4436774252626719
4,57.0,17,14,2.019126924111278,0.05424946273961383,0.45447961187273306
44,35.0,17,14,2.030197407119826,0.054250389725014274,0.449443808962728
53,41.0,17,14,2.0672413699758625,0.05426008751999574,0.4435273591290561
32,56.0,17,14,2.0673103922108074,0.05429199831154595,0.4434029754986585
37,38.0,17,14,2.0516651543350912,0.05431762968606651,0.44458431405606175
32,77.0,17,14,2.0644909488121455,0.054321078714948345,0.4434428811342993
32,79.0,17,14,2.064433319955725,0.05437641248756354,0.4432325781509584
4,59.0,17,14,2.0176019931396545,0.054399104420515675,0.4541013796135408
36,41.0,17,14,2.0299385477107,0.054407305253495776,0.44854953095019273
4,50.0,17,14,2.0171280391328716,0.05454748385354189,0.45309433809564514
32,76.0,17,14,2.0605150102467094,0.05469157749639638,0.44224768908810824
36,68.0,17,14,2.010915543831654,0.05487459289642359,0.45422407525466446
2,55.0,17,14,2.0424723324514993,0.0549965855098512,0.44274259247718867
2,31.0,17,14,2.041281148926338,0.05529763693716364,0.44155141618496085
32,75.0,17,14,2.054065350421907,0.055317257086040295,0.44023729398434625
4,56.0,17,14,2.0076383389308488,0.055496279684123774,0.45067322608191035
5,38.0,17,14,2.0037992904290265,0.05567150577831397,0.4517140188448805
9,76.0,17,14,2.059463892340313,0.05569666984301382,0.43856931870476035
9,75.0,17,14,2.0589919635993486,0.05575104238912416,0.43839152009016974
9,77.0,17,14,2.0581899201259084,0.055826266694545844,0.4381507725114774
1,28.0,17,14,2.0406614315550184,0.05583244620932843,0.4393151972042971
53,48.0,17,14,2.0460347039820483,0.05584786791908032,0.438747235582744
60,7.0,17,14,1.9961421890857245,0.055852928211030065,0.48958106399696477
4,60.0,17,14,2.003417897008316,0.05591219098232337,0.4497127894239949
9,74.0,17,14,2.056714036369716,0.05599621422893336,0.43759699160343085
32,74.0,17,14,2.0466265094319627,0.05605361474723979,0.43789884418759617
9,78.0,17,14,2.055461647720189,0.05610978531551507,0.43723690087575706
20,49.0,17,14,1.9975044712931533,0.05611289362505546,0.4523693597727475
4,51.0,17,14,2.0024050836021927,0.05614038041204476,0.4483508314070586
44,70.0,17,14,1.9937301308194622,0.056243491152916936,0.4548448706478408
9,73.0,17,14,2.0527477868499187,0.05642185839928332,0.43622676857796927
9,47.0,17,14,2.052780189547354,0.056464849459405185,0.43607433921534694
9,79.0,17,14,2.05177775759481,0.05649548547075878,0.436000852210165
37,37.0,17,14,2.029663862257882,0.056521969909722136,0.4376995005161102
36,67.0,17,14,1.995584205398672,0.05654887468497792,0.44937035167942446
53,40.0,17,14,2.0465487727218354,0.05655927906094689,0.43600080349253423
6,44.0,17,14,1.9859791183229076,0.05668645427186275,0.4775325162066256
37,44.0,17,14,2.030256158372097,0.05671427559599469,0.4367864017216509
32,73.0,17,14,2.0398390047859736,0.05673252081916577,0.4357731843764727
35,33.0,17,14,2.0390331386222496,0.05685309291577806,0.4353695997094988
35,50.0,17,14,2.0440857944760684,0.056903821738971974,0.4348684950830058
4,55.0,17,14,1.9949556228166168,0.05690866143276631,0.44643092097672343
32,57.0,17,14,2.041341807827309,0.05693216138569551,0.4349168964162279
9,72.0,17,14,2.047233553713223,0.05701681873908151,0.4343289837268503
4,64.0,17,14,1.9902595519649031,0.0570223165432621,0.4489384391773968
17,68.0,17,14,2.0307594740682195,0.05710312506780326,0.43510754897586973
43,10.0,17,14,1.9962878084719398,0.0571923583896662,0.4433218961087142
10,56.0,17,14,1.993708294149953,0.0572136355799934,0.4446024841258551
10,54.0,17,14,1.989757683245687,0.057223085109750715,0.4472739499888658
32,72.0,17,14,2.0345865856830305,0.057258269352793476,0.4341499784220286
32,33.0,17,14,2.0369754216922753,0.05730542822592042,0.4338003432613314
4,52.0,17,14,1.9913607088772645,0.057361145289197016,0.44482369750297335
6,43.0,17,14,1.9790939401526308,0.05741461135888385,0.4714766563689713
33,11.0,17,14,1.9802353385787999,0.0574707992497372,0.4560050947978627
10,31.0,17,14,1.9880301647290202,0.057502418235639,0.44588552033099266
32,71.0,17,14,2.0306347014237343,0.05765265727185468,0.43294666504722923
4,61.0,17,14,1.986973668817971,0.057694407264637856,0.4448559499417278
53,49.0,17,14,2.02889911226752,0.057727149336182525,0.43280317267713814
9,71.0,17,14,2.040205493099973,0.05778288628345443,0.43191416664743676
6,45.0,17,14,1.9776008383748966,0.05780655645812256,0.47805793706183825
9,31.0,17,14,2.0356106212968794,0.05780711279556025,0.4320387501830484
4,54.0,17,14,1.9866806171265101,0.05785715927026162,0.44358431459465697
4,53.0,17,14,1.985566650790583,0.05800177553527916,0.4430617297943514
32,70.0,17,14,2.02701144181827,0.05801932147417572,0.43183413058410874
4,43.0,17,14,1.9939635289622981,0.05809391854271589,0.4380900377817706
36,66.0,17,14,1.9810124001954008,0.058166351221525886,0.4449628592004728
59,43.0,17,14,1.9825603436222912,0.058185347320598296,0.44352859175969445
59,42.0,17,14,1.982743384227706,0.05838314317362743,0.441624099918739
32,69.0,17,14,2.0227839424707525,0.05846134449470803,0.4304939478952068
10,55.0,17,14,1.9805546173560453,0.0584788595505066,0.4422840117148049
60,26.0,17,14,1.9871102805695053,0.058496724966650475,0.4383247027340025
49,41.0,17,14,1.9845057076945598,0.058694850734586766,0.438170796419858
33,55.0,17,14,1.989845404972397,0.05871665852277418,0.4357370642527818
4,63.0,17,14,1.9763963076204865,0.05871759971768539,0.443264104262418
9,70.0,17,14,2.0316575862168706,0.05872788778376846,0.428978359513649
5,43.0,17,14,1.9765832468013438,0.058766197016802246,0.44261426671637083
9,48.0,17,14,2.0316591612423283,0.05877427743064554,0.4288188931107616
4,62.0,17,14,1.975956924496198,0.05887277776206506,0.4420745819207665
44,71.0,17,14,1.9706572357891892,0.05890972510497713,0.4471800024113956
31,54.0,17,14,1.9986024085263743,0.05899707117481124,0.4316863123115263
33,36.0,17,14,1.9734018026157458,0.05900766067658646,0.4428947077070175
32,68.0,17,14,2.0176460170779698,0.05901667264983794,0.42881408326881376
32,58.0,17,14,2.0205775828976362,0.0591147606873107,0.4282135658368848
59,44.0,17,14,1.9714472324216248,0.0593021180593443,0.4415627615869253
37,36.0,17,14,2.002669745162789,0.05937382171668792,0.4291732292824989
53,39.0,17,14,2.0196719983704243,0.05962239745615438,0.4264421004470472
59,41.0,17,14,1.974202955624895,0.05963110809455034,0.43667210411681834
32,67.0,17,14,2.0119528690083457,0.059651288070494725,0.4269030861956983
36,65.0,17,14,1.9671175149648263,0.05973998202055038,0.440893007321483
6,42.0,17,14,1.958942781852454,0.05980551670099232,0.46104030979015703
53,50.0,17,14,2.0105348030940604,0.0598345023941249,0.4263356789308902
9,69.0,17,14,2.02180863910055,0.05983584626451492,0.42559474659175467
36,40.0,17,14,1.980401641460496,0.059917127031715665,0.43188453724052145
43,9.0,17,14,1.9664864088745397,0.06028422885095025,0.4361951468225591
32,66.0,17,14,2.0063070256321436,0.0603007597840018,0.42495704233834586
39,27.0,17,14,1.9584737074024834,0.06064285090715785,0.43947909614225
35,51.0,17,14,2.0093952066493586,0.060712616639363205,0.4232165751617024
32,59.0,17,14,2.0055705950155973,0.06072344258782929,0.4234503927353602
2,56.0,17,14,1.9898983552165352,0.060729203965175206,0.4253386874227787
5,37.0,17,14,1.9602737465540356,0.06074608747338863,0.4366751574521303
6,46.0,17,14,1.954787951282589,0.06074821598028202,0.47293599315367
36,61.0,17,14,1.957572177672878,0.060780613793737,0.4388419042334227
20,32.0,17,14,1.9564893672159318,0.06078145141360768,0.44004963795931534
9,49.0,17,14,2.0133467799443356,0.0608458046629521,0.4225475775764263
32,65.0,17,14,2.0011352276121714,0.060915582338907766,0.42312235341448123
37,45.0,17,14,1.9905073571672023,0.060998657723160384,0.4240791948595783
36,64.0,17,14,1.9560549540916157,0.061016607238730425,0.4377415353021712
9,68.0,17,14,2.0113445907675724,0.06103643276231727,0.4219967707971596
36,60.0,17,14,1.954291857201517,0.0611772529043584,0.43775637591517075
36,52.0,17,14,1.9557686882358594,0.06128966283142785,0.4351682585423853
35,32.0,17,14,1.9972853676947595,0.06130496610292728,0.42202686415772817
36,62.0,17,14,1.9530342532034188,0.06133369665851343,0.43729703794483854
32,64.0,17,14,1.9966319319942087,0.06146906419897982,0.42147547743087627
1,27.0,17,14,1.988319767103049,0.06149363640789386,0.4223428567081815
36,63.0,17,14,1.9510152138228303,0.06159568522226188,0.4364442228617886
32,60.0,17,14,1.996163345027784,0.061731728816264236,0.420550198723305
17,69.0,17,14,1.9882863755902418,0.06188253603744106,0.4207910428296355
32,63.0,17,14,1.9930575375653763,0.06192596030935294,0.42011588309985254
59,40.0,17,14,1.9571877025584736,0.06193257538953344,0.4289097107675189
44,72.0,17,14,1.94396863118379,0.06213676890406318,0.43835082965089844
31,24.0,17,14,1.956553994276658,0.06217290413862799,0.4275547328467095
32,61.0,17,14,1.9916799617407097,0.06218957890091495,0.41927407666361133
9,67.0,17,14,2.0013590282102354,0.062206075130557176,0.41855712855068133
32,62.0,17,14,1.991053880535867,0.06220776696703982,0.4192645656342741
59,45.0,17,14,1.9450834788741942,0.06233970052060671,0.4342946954720292
53,51.0,17,14,1.9895758215191957,0.062341889844971674,0.4189098770432811
9,30.0,17,14,1.99448292919698,0.06235986397851364,0.4184412236707972
32,32.0,17,14,1.9887565002797887,0.06253282279830094,0.41828716511220027
9,50.0,17,14,1.9985044211475913,0.06257299622810464,0.4174795523009818
2,77.0,17,14,1.9688687910510465,0.062787253401773,0.420144169422194
26,9.0,17,14,1.9460826926890789,0.06278918491109026,0.4290660006366585
2,78.0,17,14,1.9679518243747394,0.06287045413290639,0.4199588730578729
2,76.0,17,14,1.966947990586588,0.06303044744648312,0.4194410937213716
17,36.0,17,14,1.9353198121883082,0.06307722099120809,0.4378410487967699
54,9.0,17,14,1.9368607368034405,0.06310127996358113,0.43485521005186895
9,66.0,17,14,1.9929117286004632,0.0632160046209091,0.41563661148426606
37,35.0,17,14,1.9682755019382154,0.06325700742727422,0.4181687897011196
2,79.0,17,14,1.963877906088351,0.06331751595388332,0.4187908461654702
8,26.0,17,14,1.9532502885690646,0.0633722335077195,0.421511825451449
6,41.0,17,14,1.9298144593998185,0.06346395433345312,0.4481331310921467
20,69.0,17,14,1.9425941502047324,0.06346435115227916,0.4259287504095034
20,68.0,17,14,1.9468926162743165,0.06350699836800325,0.4232971067879237
4,42.0,17,14,1.9494094513410403,0.06353390197639944,0.42202864756703584
2,75.0,17,14,1.9625608956520635,0.06356295246165941,0.41795447924053253
53,38.0,17,14,1.9864684602871374,0.06356809947237575,0.41483331127569195
33,56.0,17,14,1.9467551043129083,0.06373873941451233,0.42188588365645274
36,59.0,17,14,1.9323238970119738,0.06389106458584429,0.4305457409181604
9,51.0,17,14,1.9871567169814626,0.06392381572618058,0.413612505619147
9,65.0,17,14,1.9864396734710847,0.06400523552200181,0.4133841182553169
10,30.0,17,14,1.9330644403765038,0.06417857182088786,0.42680591437018955
26,8.0,17,14,1.9263603837998033,0.06419178583648787,0.43535812984625927
2,74.0,17,14,1.9557527241743613,0.06439158765730693,0.4156760245654047
43,11.0,17,14,1.9395072338609791,0.06440906431900854,0.4209223233409055
20,50.0,17,14,1.9311726787402086,0.0644903177153862,0.4255037586582324
15,32.0,17,14,1.9217308449789852,0.06451765829601155,0.4460434065102311
9,64.0,17,14,1.9814321400175945,0.06462678385109089,0.4116274543083476
9,52.0,17,14,1.978691655754908,0.06495064562681072,0.4107266654037289
28,10.0,17,14,1.9205650657008417,0.06500579964704045,0.4321801769092556
17,79.0,17,14,1.9645847460696544,0.06516218961061787,0.41114033457842114
9,63.0,17,14,1.9766703936577144,0.06522373362835941,0.4099556027386858
6,47.0,17,14,1.921026449940571,0.06525055371075983,0.46312291231392616
35,52.0,17,14,1.9696112173146079,0.06537380123765459,0.4099225336179275
53,52.0,17,14,1.96471211427237,0.06544309989307999,0.4101155635089165
59,39.0,17,14,1.9308479925308815,0.06546792771484174,0.41823407238137217
2,73.0,17,14,1.946346810245365,0.06555487677715684,0.4125226556961689
9,53.0,17,14,1.9720447802193308,0.06577133969153398,0.40845121066066953
9,62.0,17,14,1.9709860542736872,0.06593817173504798,0.4079765090460312
36,39.0,17,14,1.9302741896133622,0.06600633380204596,0.415155752261271
5,44.0,17,14,1.9177155279825275,0.06601678975077631,0.42291308318743354
1,26.0,17,14,1.947414976698705,0.06606749250337601,0.4101009911696575
44,73.0,17,14,1.9128759337415717,0.06609800021697952,0.4281179843261655
2,57.0,17,14,1.9427417768779625,0.06634948297094789,0.4098117115636795
9,54.0,17,14,1.9660821677259819,0.06652030320822386,0.40639722881406304
31,55.0,17,14,1.9325621457066646,0.06663605108278074,0.4109873631110552
9,61.0,17,14,1.9641083965218895,0.06680581217648425,0.4056042491951793
37,46.0,17,14,1.9395490223049112,0.06693353637776937,0.40797877647264336
58,44.0,17,14,1.9356329240816497,0.06702113177479313,0.40841631551167934
2,72.0,17,14,1.9344106564777075,0.06706532870588777,0.408499052200919
17,70.0,17,14,1.9443685777999604,0.06717560555215213,0.4062176646934238
9,55.0,17,14,1.960145525331127,0.0672770099278004,0.404343876606146
20,67.0,17,14,1.9215417132967263,0.06731260475018151,0.41117091288069296
58,45.0,17,14,1.9334486138449087,0.06749362688207294,0.40684729115685875
20,70.0,17,14,1.9065351149943544,0.06760409841971005,0.4179963876204171
2,30.0,17,14,1.935437707929213,0.067619254251021,0.4059327908152012
21,42.0,17,14,1.8997607222227386,0.06766337079210927,0.4270864431013868
9,60.0,17,14,1.9570161836632312,0.06770654567669189,0.4031760827238275
6,40.0,17,14,1.8972286177225004,0.0677976095300936,0.43499523253423333
17,78.0,17,14,1.9424645356755528,0.0678421754063968,0.4040101516640947
21,41.0,17,14,1.8986806481560135,0.06789363295138508,0.42499979229190166
9,29.0,17,14,1.94741061225494,0.06797086173671539,0.403031811771386
35,31.0,17,14,1.9402113030148964,0.06799482958212327,0.4037426949676956
9,56.0,17,14,1.9545084281965055,0.06800434098615557,0.4023911565415065
10,10.0,17,14,1.9155066293423795,0.0680525255652307,0.40940773757989385
58,43.0,17,14,1.9256179798387603,0.06809181738956106,0.4060135369687946
5,36.0,17,14,1.9013168176789543,0.06829505769412052,0.41628710934701635
59,46.0,17,14,1.897852899528118,0.06831685980426601,0.41996891195312236
9,59.0,17,14,1.951484690258012,0.06841313561637638,0.40129557703602375
53,37.0,17,14,1.9470235985638997,0.06852359995971022,0.40124512905669374
9,57.0,17,14,1.950348748475714,0.06854742506241414,0.4009458319229633
60,12.0,17,14,1.8924411922059878,0.06864259020882683,0.4249698228826989
33,57.0,17,14,1.9072906875633682,0.06867918693842268,0.409361050426718
9,58.0,17,14,1.9490921020945733,0.06871674281575159,0.4004955028142922
37,34.0,17,14,1.9230787816851942,0.06879206709585968,0.40354717631493403
2,71.0,17,14,1.9206362520845024,0.06885538952293102,0.403832425525256
53,53.0,17,14,1.9360418713639604,0.06918810877516823,0.4000282886255897
33,35.0,17,14,1.8913480266731182,0.0691910483187955,0.417892643388645
61,27.0,17,14,1.8901540542946818,0.0692197084955386,0.41935744170805994
58,46.0,17,14,1.9200305378772573,0.06938377533594656,0.4017181002923905
36,58.0,17,14,1.8887972368016042,0.06959509940077717,0.4163380111721952
32,31.0,17,14,1.92751678659771,0.0698768491335135,0.3986241563917294
4,41.0,17,14,1.900407848873032,0.06997797096062269,0.40479385131818485
10,9.0,17,14,1.8952264149449725,0.06997843096445545,0.4073879109859737
1,25.0,17,14,1.9088577449427693,0.07049731917059641,0.3995182218692937
59,38.0,17,14,1.894195479477888,0.07051692661115572,0.40448312864822134
21,43.0,17,14,1.8773962260928254,0.0706710103056978,0.4214430568288941
58,42.0,17,14,1.9038070948675092,0.07074994943140318,0.3997040094233906
10,29.0,17,14,1.8841412113469045,0.07075544558037512,0.4093730416387843
2,70.0,17,14,1.9062823681720267,0.07077259351003722,0.3989560839050069
6,48.0,17,14,1.8814665044453922,0.07081727419408444,0.45034745349970917
35,53.0,17,14,1.9257304669431197,0.07089247770980955,0.3953851033550685
44,74.0,17,14,1.8770658596568848,0.07094233828869843,0.41640590667260163
17,77.0,17,14,1.9149562631102204,0.07130708959493869,0.39523327413896836
2,58.0,17,14,1.9039214318668818,0.07133582237682402,0.3971220304125961
21,40.0,17,14,1.8726307450808943,0.07155902414589703,0.4150488738058122
6,39.0,17,14,1.8662943508394987,0.07214431966714713,0.42356537155007873
44,34.0,17,14,1.8798991693525406,0.07222407201097966,0.4013236649465576
21,9.0,17,14,1.8694668914416275,0.0722647635554548,0.4101775110687382
36,38.0,17,14,1.882743042774886,0.07233017381418357,0.3992306474503654
17,71.0,17,14,1.903827227305798,0.07240561912768896,0.3929583124138377
58,47.0,17,14,1.8967729904275932,0.07258870786568855,0.3935817951734406
2,69.0,17,14,1.892740912104657,0.07262745737830603,0.39435831269635885
36,53.0,17,14,1.8670590835519811,0.0727802770532781,0.4073077580712079
60,25.0,17,14,1.868125109388826,0.07335936225308391,0.4010315109687447
53,54.0,17,14,1.9056329045505518,0.07336791648960744,0.389391723763391
32,10.0,17,14,1.8572105830034311,0.07346973475112198,0.4194533945572699
33,58.0,17,14,1.8713653855775672,0.07348445712937153,0.3980655001877692
28,9.0,17,14,1.8558418152469216,0.07367444704232004,0.42254295109067447
39,10.0,17,14,1.8613660388798121,0.0738593697038331,0.40269904626642505
49,40.0,17,14,1.8665169847342067,0.07386818099305899,0.39845915596640535
20,66.0,17,14,1.8765021841405065,0.07396492941144905,0.39312704618870453
20,51.0,17,14,1.8639733196213657,0.07410332034072423,0.3985139402754308
2,68.0,17,14,1.881054263613075,0.07426143215795598,0.3904078012406438
31,56.0,17,14,1.8722540765868516,0.07444599384148483,0.39229411298950406
53,36.0,17,14,1.901928406410901,0.07458139450668895,0.38593776620349934
28,25.0,17,14,1.8521350919221184,0.07460380539008085,0.40658949948198264
29,49.0,17,14,1.8747902982061388,0.07467839245889361,0.39034562310188015
37,47.0,17,14,1.8789431086382224,0.07470423148128985,0.3890942270028838
58,41.0,17,14,1.872386355843431,0.07487689486803208,0.3901904003212972
12,50.0,17,14,1.8694706392931282,0.07494378669858397,0.3908621560962514
1,12.0,17,14,1.8680225874371175,0.07496245756653941,0.39130867959762683
17,76.0,17,14,1.8867647255574829,0.07500501781829419,0.3863843427299999
9,28.0,17,14,1.8930450976099582,0.07501659455127857,0.3854793415747322
12,51.0,17,14,1.8688798601767378,0.07504312756328267,0.3905915523952124
32,11.0,17,14,1.8471318763838769,0.07505749200522135,0.4107863249473528
29,48.0,17,14,1.870871802409023,0.07519384987344671,0.3892224820575642
2,59.0,17,14,1.8752037682849583,0.07523949409356909,0.3878201496516896
29,50.0,17,14,1.8696948554095516,0.07544053598624516,0.38847636390221835
20,71.0,17,14,1.8478602109851003,0.07544971965034787,0.4021694981111957
5,45.0,17,14,1.8488692486462022,0.07550144454462834,0.40024407716316834
2,67.0,17,14,1.871617290330906,0.07560057045751496,0.38724266330425394
39,9.0,17,14,1.8449030550323424,0.07567530930271578,0.40407211925373726
6,38.0,17,14,1.839415486250979,0.07611282223715411,0.41460701818089307
29,47.0,17,14,1.8635355703345988,0.0762032975065677,0.38696701161377406
10,28.0,17,14,1.8466387796390134,0.07627376895333042,0.3953950686674243
12,49.0,17,14,1.8598872481708582,0.07631593061550816,0.38768955561716995
12,52.0,17,14,1.8590609198680235,0.07648091496691478,0.3871966622509996
2,66.0,17,14,1.8641344828687414,0.07667359788504505,0.38475491494343994
37,33.0,17,14,1.8646283031113888,0.07668917105340775,0.38456018379835205
17,72.0,17,14,1.8721261494853945,0.07675123153326328,0.38268085949648095
21,44.0,17,14,1.8353453517996834,0.07676761925282581,0.40903097429040464
6,49.0,17,14,1.841342879913317,0.07680508203415097,0.43651204240190794
44,75.0,17,14,1.8365108971951116,0.07681360360370335,0.4032313102113295
61,9.0,17,14,1.8414781216684724,0.07704223221822286,0.39363827515956024
58,48.0,17,14,1.8645570435976888,0.07713162378181486,0.38281202448791796
29,46.0,17,14,1.85677318737327,0.07714353861113775,0.38489931195340515
35,54.0,17,14,1.8789160103344678,0.07724145545386712,0.38005014241198254
4,40.0,17,14,1.8487583676364203,0.07735535673551584,0.3869735585578812
59,37.0,17,14,1.8467809987307988,0.07740811527336963,0.38763827387035577
36,57.0,17,14,1.834175742217417,0.07741110883987382,0.39859917883544177
53,55.0,17,14,1.876740860444726,0.07755152915450844,0.37933301305623507
2,65.0,17,14,1.8578882000603765,0.07757828926425642,0.3826876446177616
35,30.0,17,14,1.8668535759360962,0.07767007121416934,0.3803652492882154
20,79.0,17,14,1.8305708552278128,0.07770062092066082,0.40147792376680347
29,45.0,17,14,1.8520483294755266,0.07779803395701047,0.3834976595814107
2,60.0,17,14,1.8568108415400044,0.07783194374982139,0.38193478216213544
1,24.0,17,14,1.8522286213813237,0.07785872443686823,0.3831649033182907
61,10.0,17,14,1.8396330049490544,0.07792668715968219,0.3885689732991262
17,75.0,17,14,1.8636952660707815,0.07813299502629467,0.3793022118563974
33,59.0,17,14,1.8382140548646795,0.07820878540606817,0.38764257022636944
29,51.0,17,14,1.8505055071004017,0.07826017539428008,0.38194039891939674
29,44.0,17,14,1.8486003498599752,0.07827119406819992,0.3825119275927151
2,64.0,17,14,1.8523215695609285,0.07839524787141286,0.38083704244201955
36,37.0,17,14,1.83869004381868,0.07873756746485994,0.38424353070532585
59,47.0,17,14,1.8243092758346275,0.07879460790780905,0.397008178094028
29,43.0,17,14,1.844499032890594,0.07884284136292656,0.3813180483302213
5,35.0,17,14,1.8279891326116484,0.07885614571817876,0.39101291219393886
21,39.0,17,14,1.8220778962938349,0.07905125822708053,0.3977153280563313
2,63.0,17,14,1.847690071517325,0.07908756781733847,0.37927158157114477
12,53.0,17,14,1.8412938355398725,0.0791320852315007,0.38112993981469084
2,61.0,17,14,1.847569796450797,0.07915153828965339,0.3790435833577797
43,12.0,17,14,1.8361999142423084,0.07926964590659855,0.38256320215073264
12,48.0,17,14,1.839191271584813,0.07937171790843282,0.3807889003225512
17,73.0,17,14,1.8539031074444132,0.07938092150453707,0.3767211928169987
2,62.0,17,14,1.8453620261793786,0.07945097394667228,0.3784308248467912
32,30.0,17,14,1.856050939751183,0.0795090505636051,0.3758933986591111
29,42.0,17,14,1.8377896247622476,0.07980272617177323,0.37929629834823697
17,74.0,17,14,1.8514214131470847,0.07980670945451969,0.3756957483580912
10,27.0,17,14,1.8246316438262553,0.0798606692745782,0.38589365081001004
6,37.0,17,14,1.8139888497261072,0.08004701930421934,0.40684403872421765
58,40.0,17,14,1.834821502709986,0.08017738477841325,0.378649443510372
7,43.0,17,14,1.8153741386326927,0.08075477802280095,0.3872152684737978
20,78.0,17,14,1.808530866872102,0.08107968072071553,0.3949591483045661
10,11.0,17,14,1.8270490824609182,0.08114445057514004,0.3770899910859322
53,56.0,17,14,1.8521752037062074,0.08128546480308661,0.37079946282254866
29,41.0,17,14,1.8272189219020825,0.08134819813235468,0.376071370194059
56,40.0,17,14,1.819728023483472,0.08150451658422736,0.3786178612017646
53,35.0,17,14,1.8523538312366432,0.08176195124305542,0.3693822244457455
31,57.0,17,14,1.8209703210035433,0.08178038044917592,0.37654706875082494
20,65.0,17,14,1.8237730274380182,0.08225383761262249,0.37326651056460425
54,8.0,17,14,1.799600530151644,0.08234548469668829,0.401628670306895
10,26.0,17,14,1.8118865155173807,0.08238515651076707,0.3780030516035802
56,39.0,17,14,1.813479326742536,0.08245511159278231,0.3766679836760623
36,54.0,17,14,1.8016383559331146,0.08251251930366892,0.387065048148743
