channel,band,n_day,n_night,t_stat,p_value,effect_g,power,mean_day,mean_night,q_value,significant_fdr
7,alpha,17,14,1.1036134809152889,0.27891673040745574,0.38243244643217245,0.17627587180601043,0.09476848646632335,0.07545953435388221,0.8184733809152529,False
7,beta,17,14,0.6405732772403343,0.5273297367162686,0.21969662402435738,0.09056831404399723,0.08471864001750014,0.071197839019053,0.8281356142478539,False
7,gamma,17,14,1.379672835460483,0.17842231230694502,0.4772198745129209,0.24845589766782586,0.04325301623590102,0.032651228949523776,0.8027148725641158,False
8,delta,17,14,0.1685746860928896,0.8675960238257208,0.06014102193753761,0.05298185156838407,0.4009975270184701,0.38446243541804587,0.9784348108695387,False
8,theta,17,14,1.101804676748053,0.2799176026630339,0.3869841471642685,0.17937966843001102,0.2541020077963348,0.20994177573081346,0.8184733809152529,False
8,alpha,17,14,1.5303409080359123,0.13781864168715546,0.5249566474318325,0.29037216253486064,0.17197306496753534,0.1305953377724294,0.7733781459740232,False
8,beta,17,14,1.5247452775265975,0.14196451154170447,0.5163104901499744,0.28253092382237227,0.14703622809537145,0.10594119140990592,0.7733781459740232,False
8,gamma,17,14,2.8199653346654308,0.01085298759942817,0.9498892943317914,0.7204058073499355,0.18700364600198163,0.07367448240118159,0.7201674970470867,False
9,delta,17,14,-0.9865739613012939,0.3418573135202424,-0.3631608771724386,0.16355535636746035,0.4454463622297132,9.14709158127511,0.8184733809152529,False
9,theta,17,14,-0.9744326493430712,0.3476225399143432,-0.3586894169385543,0.16070175300614312,0.3033599290194063,3.7581987236392993,0.8184733809152529,False
9,alpha,17,14,-0.8931457768418875,0.3879480535206654,-0.3286978102350761,0.1425220476120204,0.22880036845450266,0.7834573399861168,0.8281356142478539,False
9,beta,17,14,0.8956099816452757,0.37786027646641773,0.3108977124667954,0.13252635273731553,0.1894443234090764,0.15021127651102353,0.8281356142478539,False
9,gamma,17,14,2.141980428266965,0.04748460082647116,0.7163980345086729,0.4837643962641598,0.1937230155913766,0.06822592061073995,0.7733781459740232,False
10,delta,17,14,-0.6745997131270802,0.511005443526489,-0.24745212171824735,0.10170926356123493,0.20477190012278776,0.2997832584357056,0.8281356142478539,False
10,theta,17,14,0.14121273194233697,0.8893012020486768,0.05114988107018757,0.052155857247635246,0.14820380293295227,0.14216700280810657,0.9784348108695387,False
10,alpha,17,14,1.8371776885779916,0.07930356226159625,0.6240716440720985,0.38681005070127017,0.12869795092602423,0.08829673068368284,0.7733781459740232,False
10,beta,17,14,1.640368839552274,0.1173347264845477,0.5523149005699978,0.3158525522394637,0.13344920794246243,0.08366812321363823,0.7733781459740232,False
10,gamma,17,14,2.2020467162821364,0.037786747828422375,0.7492246683958901,0.5187920096395827,0.07514007567064361,0.04722941391239662,0.7733781459740232,False
11,delta,17,14,-0.723215579608024,0.4819668449245964,-0.2657713525251995,0.10983879120216498,0.20083464265364992,0.31309366941981703,0.8281356142478539,False
11,theta,17,14,-0.2108196206186127,0.8357374590172029,-0.07682999462002227,0.054871803379779996,0.1356085759413796,0.14436121966304838,0.9633498665146097,False
11,alpha,17,14,0.4524905492954051,0.6545053479125098,0.15948567553127166,0.07118175816825831,0.11465630272603064,0.10407066482714189,0.8750122322373034,False
11,beta,17,14,0.5064937549223946,0.6171615425568399,0.17253022909216578,0.07483444083058075,0.09364727254916456,0.08271044921951362,0.8749562550485162,False
11,gamma,17,14,0.21207599377359684,0.8335312999979068,0.07383587860141543,0.054498503482796334,0.03879993108041818,0.03752652804170177,0.9633498665146097,False
12,delta,17,14,-0.6721020585368082,0.5128952224582123,-0.2469499177517237,0.10149512844468346,0.25741484874133613,0.3645388356471539,0.8281356142478539,False
12,theta,17,14,-0.1220186316734841,0.904381835542118,-0.044391917185772296,0.05162330471525996,0.1660808550783448,0.17138823574541648,0.9784348108695387,False
12,alpha,17,14,0.04210602099226854,0.9667858785173016,0.015048307589380095,0.05018637642619839,0.14150353155754797,0.13983178604168423,0.9855584198477346,False
12,beta,17,14,0.10470555812926102,0.9173389184232674,0.03625918049635969,0.051082647353684965,0.11143229718980309,0.10847811344284976,0.9795313874689127,False
12,gamma,17,14,0.6866510144884543,0.49777557352998336,0.23835871092943975,0.097903777670848,0.040716666151524514,0.036969352929379015,0.8281356142478539,False
13,delta,17,14,-0.6689879601130114,0.5148136001936094,-0.2458000058399348,0.10100656607921984,0.21605980903800145,0.30766903026166004,0.8281356142478539,False
13,theta,17,14,0.05290520253436693,0.9584734861799357,0.019279482535546396,0.05030594115651062,0.14642902018825918,0.14441180657294428,0.9855584198477346,False
13,alpha,17,14,0.926753535704521,0.36193891679816914,0.3253472956365939,0.1405952862752687,0.1369968005020925,0.11086837007380078,0.8281356142478539,False
13,beta,17,14,0.9681012721433178,0.3435900793253499,0.3281684355735902,0.14221622740716794,0.13923396730836962,0.10478446185336789,0.8184733809152529,False
13,gamma,17,14,0.8523078181583198,0.4010491458750767,0.29748270904723345,0.12538477830948047,0.04738331392004335,0.04253157901025944,0.8281356142478539,False
14,delta,17,14,-0.6780953772438125,0.5089152058590589,-0.248808583816297,0.10228996908904739,0.2667405918828288,0.3689457891524816,0.8281356142478539,False
14,theta,17,14,-0.12057495217123748,0.9055329250087831,-0.043906525299457384,0.05158796590752116,0.18820214816554873,0.19428537495551929,0.9784348108695387,False
14,alpha,17,14,1.3277302193995346,0.19488088817119467,0.4587414652019355,0.23318097723085499,0.16797466673827977,0.1328215650890635,0.8027148725641158,False
14,beta,17,14,1.1719596071524812,0.25414517500202893,0.39676934259914204,0.18617968658256284,0.14366366760814048,0.11378295695095908,0.8027148725641158,False
14,gamma,17,14,1.491586135402998,0.15439881127592145,0.49927935000189955,0.2674009009222054,0.08602292247489793,0.04925525418102281,0.7733781459740232,False
15,delta,17,14,-0.28601201498552375,0.7788530739073923,-0.10458876933232159,0.05904987519826371,0.38555595893619227,0.42736239595491937,0.93757210707721,False
15,theta,17,14,0.6941018931788873,0.49577060449734667,0.2500207384964634,0.10281176579882327,0.24987519437510386,0.21977414661225927,0.8281356142478539,False
15,alpha,17,14,1.5363009555309504,0.13584294018087012,0.529179230155781,0.2942395948272873,0.19790386231452167,0.15088235999947866,0.7733781459740232,False
15,beta,17,14,0.48239497854681834,0.6331670506347657,0.16732356297245804,0.07334057821757567,0.1805311622651549,0.16051419487887794,0.8749562550485162,False
15,gamma,17,14,2.852517193979249,0.008478596602930873,0.9759784693471326,0.7433947735256116,0.08541767329308539,0.0572873761010436,0.7201674970470867,False
16,delta,17,14,0.33089213240115434,0.7441071222445172,0.11893504210220016,0.06172038869393579,0.5269183384702661,0.46659131174017743,0.9254560790776497,False
16,theta,17,14,1.2751638216979284,0.21411586033174718,0.43531543328089534,0.21463105627933013,0.3434279136519633,0.23057268443424922,0.8027148725641158,False
16,alpha,17,14,1.5401231927469434,0.14124804138515643,0.5167629780276334,0.28293866101550386,0.26826198414873637,0.14638704396955177,0.7733781459740232,False
16,beta,17,14,1.2043713470581228,0.24369642810258021,0.40487421617682684,0.19194293700524692,0.2299448932031219,0.13716232512430332,0.8027148725641158,False
16,gamma,17,14,1.3291644270504057,0.20222865309524915,0.44423062588566026,0.22158099440399107,0.1324967937084727,0.048775626467764795,0.8027148725641158,False
17,delta,17,14,-0.2622205535030297,0.7967745942839806,-0.09587544117876266,0.05759850784158603,0.4092632814824453,0.4496806615642385,0.9435488616520823,False
17,theta,17,14,0.605119978122009,0.5520904094985692,0.2180421651584029,0.08994863326507949,0.2594882586586936,0.232156911421513,0.8281356142478539,False
17,alpha,17,14,1.3853257665289558,0.1787998002118412,0.4718408565206871,0.24395230251110536,0.21869331185239202,0.16013862490717928,0.8027148725641158,False
17,beta,17,14,0.7641132216301322,0.4522914591480659,0.26029287082574615,0.10734253256894107,0.21139225039547588,0.16598645968015266,0.8281356142478539,False
17,gamma,17,14,1.8701178281439177,0.07194084107847995,0.6453290088199762,0.4087323235203825,0.07825835720921936,0.05917337462172512,0.7733781459740232,False
18,delta,17,14,-0.7713142549738959,0.4539687182684128,-0.2835347861540194,0.11831613753918314,0.20981936888698408,0.31475013387985085,0.8281356142478539,False
18,theta,17,14,-0.32953058023738396,0.7463310530756639,-0.12041352430158005,0.06201555648034835,0.13479093936324701,0.14724175124571567,0.9254560790776497,False
18,alpha,17,14,0.4820760214462944,0.6333739437048976,0.1680603963375586,0.07354908202484027,0.1268967510083843,0.11229180812207085,0.8749562550485162,False
